,FirstInstanceStartLocation,FirstInstanceEndLocation,SecondInstanceStartLocation,SecondInstanceEndLocation,Length,Distance
tmp.log:11748:Motif:,46174,46592,48638,49043,405,8.386718527
tmp.log:11749:Motif:,168949,169330,204515,204901,381,5.309751291
tmp.log:11750:Motif:,173663,174569,235910,236782,872,38.38685002
tmp.log:11751:Motif:,176946,177594,202509,203194,648,9.934635862
tmp.log:11752:Motif:,180529,181762,214060,215295,1233,15.5678587
tmp.log:11753:Motif:,141429,141760,187185,187527,331,2.625239963
tmp.log:11754:Motif:,55609,56208,180593,181213,599,10.76412435
tmp.log:11755:Motif:,118277,119525,128452,129698,1246,31.56931615
tmp.log:11756:Motif:,155943,156815,225265,226134,869,10.26802515
tmp.log:11757:Motif:,196916,197455,198245,198803,539,13.78087006
tmp.log:11758:Motif:,160693,161939,181096,182360,1246,29.94743027
tmp.log:11759:Motif:,213434,215312,228443,230341,1878,34.00473767
tmp.log:11760:Motif:,142038,143002,185232,186197,964,10.0424285
tmp.log:11761:Motif:,51046,51417,150578,150957,371,5.100973566
tmp.log:11762:Motif:,155266,156172,227165,228026,861,15.76308825
tmp.log:11763:Motif:,155029,156129,227900,229018,1100,21.61003505
tmp.log:11764:Motif:,164331,165413,204443,205537,1082,21.49258208
tmp.log:11765:Motif:,197751,198475,235556,236268,712,18.20508577
tmp.log:11766:Motif:,204178,204511,206319,206651,332,3.652335641
tmp.log:11767:Motif:,179735,180858,205391,206505,1114,45.21103631
tmp.log:11768:Motif:,148267,149123,218909,219762,853,19.56379697
tmp.log:11769:Motif:,169232,170072,184613,185439,826,37.12007557
tmp.log:11770:Motif:,91443,92351,174066,174998,908,28.78796647
tmp.log:11771:Motif:,172339,172974,222973,223609,635,6.442691777
tmp.log:11772:Motif:,189852,190202,235976,236336,350,11.2963864
tmp.log:11773:Motif:,45138,45697,56172,56730,558,10.63294507
tmp.log:11774:Motif:,172449,173001,223082,223627,545,4.742570662
tmp.log:11775:Motif:,112457,113397,206895,207824,929,39.57164385
tmp.log:11776:Motif:,22127,22480,37834,38203,353,12.24326355
tmp.log:11777:Motif:,123765,124120,175738,176098,355,6.109464584
tmp.log:11778:Motif:,214282,215265,216421,217395,974,13.32076342
tmp.log:11779:Motif:,80984,81411,107939,108371,427,8.471266184
tmp.log:11780:Motif:,167076,168477,182812,184262,1401,25.29159452
tmp.log:11781:Motif:,114678,115664,184831,185863,986,26.79064846
tmp.log:11782:Motif:,20483,20948,43064,43555,465,9.461096364
tmp.log:11783:Motif:,217246,218287,224571,225615,1041,20.76008525
tmp.log:11784:Motif:,121136,121511,130691,131063,372,10.09353066
tmp.log:11785:Motif:,149194,150356,151489,152650,1161,12.59278378
tmp.log:11786:Motif:,212452,212772,236306,236629,320,17.10569437
tmp.log:11787:Motif:,28661,29628,154357,155342,967,33.59641028
tmp.log:11788:Motif:,95765,96427,121042,121687,645,24.35940951
tmp.log:11789:Motif:,168696,169580,204264,205177,884,12.03650663
tmp.log:11790:Motif:,144192,144565,144725,145108,373,9.537918628
tmp.log:11791:Motif:,90152,90534,154676,155069,382,18.1921499
tmp.log:11792:Motif:,35847,36165,136079,136398,318,3.480869384
tmp.log:11793:Motif:,183606,184990,215080,216432,1352,44.13502475
tmp.log:11794:Motif:,132507,133447,135500,136408,908,14.1851601
tmp.log:11795:Motif:,35993,36406,72638,73068,413,9.167077417
tmp.log:11796:Motif:,165812,166247,200268,200717,435,7.966921764
tmp.log:11797:Motif:,180808,182182,204224,205650,1374,30.06424257
tmp.log:11798:Motif:,185959,186443,194409,194884,475,3.951892997
tmp.log:11799:Motif:,151715,152074,231870,232232,359,5.934405269
tmp.log:11800:Motif:,225227,226747,227485,228992,1507,30.49486351
tmp.log:11801:Motif:,201658,202024,208806,209171,365,8.232138215
tmp.log:11802:Motif:,183142,183582,184511,184956,440,4.680459385
tmp.log:11803:Motif:,184666,185414,205059,205813,748,15.76051212
tmp.log:11804:Motif:,175604,177054,192594,194016,1422,24.93651921
tmp.log:11805:Motif:,52401,52785,61024,61411,384,7.22362923
tmp.log:11806:Motif:,95400,95784,126182,126572,384,13.48416518
tmp.log:11807:Motif:,170801,171726,181572,182490,918,13.92534269
tmp.log:11808:Motif:,118123,118843,135975,136697,720,14.54822586
tmp.log:11809:Motif:,176786,177515,188910,189646,729,12.55390913
tmp.log:11810:Motif:,184815,185316,199444,199953,501,9.647177814
tmp.log:11811:Motif:,137537,137946,139518,139919,401,7.057077383
tmp.log:11812:Motif:,223559,224079,235240,235759,519,10.1672472
tmp.log:11813:Motif:,46623,47240,177284,177879,595,5.882178382
tmp.log:11814:Motif:,157163,157556,189482,189876,393,0.957548127
tmp.log:11815:Motif:,43415,43859,181520,181964,444,6.974481652
tmp.log:11816:Motif:,50900,51529,92143,92774,629,6.777096265
tmp.log:11817:Motif:,160085,161247,170782,171922,1140,17.97292286
tmp.log:11818:Motif:,13467,13805,244291,244659,338,10.4778596
tmp.log:11819:Motif:,225638,226990,242086,243403,1317,32.82553643
tmp.log:11820:Motif:,162918,163581,181988,182657,663,9.865879619
tmp.log:11821:Motif:,133078,133851,136081,136851,770,11.75618042
tmp.log:11822:Motif:,168864,169747,171299,172193,883,22.27820884
tmp.log:11823:Motif:,203434,204251,205568,206405,817,20.16300009
tmp.log:11824:Motif:,194267,194966,227694,228402,699,16.28243486
tmp.log:11825:Motif:,83039,83967,185395,186355,928,25.4539982
tmp.log:11826:Motif:,152143,152592,229438,229884,446,2.386799918
tmp.log:11827:Motif:,43855,44553,54192,54890,698,12.16118246
tmp.log:11828:Motif:,150684,152001,229315,230633,1317,29.01597068
tmp.log:11829:Motif:,65734,66103,145408,145779,369,8.507403004
tmp.log:11830:Motif:,182350,183889,192514,194045,1531,31.94691028
tmp.log:11831:Motif:,158837,159266,179423,179848,425,9.664475429
tmp.log:11832:Motif:,172493,173119,223126,223757,626,7.403212106
tmp.log:11833:Motif:,181813,182220,189414,189819,405,5.347172807
tmp.log:11834:Motif:,24140,24690,46512,47060,548,6.912329306
tmp.log:11835:Motif:,180407,181278,197396,198275,871,11.54096119
tmp.log:11836:Motif:,173654,174046,236036,236457,392,11.40835391
tmp.log:11837:Motif:,31899,32886,135307,136271,964,32.47385496
tmp.log:11838:Motif:,54386,54725,146636,146975,339,2.838386962
tmp.log:11839:Motif:,164415,165050,218763,219409,635,15.24407882
tmp.log:11840:Motif:,217615,219219,229845,231476,1604,39.81054469
tmp.log:11841:Motif:,189621,190113,235749,236237,488,7.567056412
tmp.log:11842:Motif:,229695,230007,233448,233760,312,2.141846249
tmp.log:11843:Motif:,39248,39560,196811,197123,312,7.129820411
tmp.log:11844:Motif:,92609,93237,135513,136150,628,13.21836524
tmp.log:11845:Motif:,175539,176420,192531,193398,867,15.70713415
tmp.log:11846:Motif:,110291,110626,158145,158492,335,11.1611263
tmp.log:11847:Motif:,119734,120754,122666,123700,1020,16.32927698
tmp.log:11848:Motif:,168317,169068,199671,200453,751,14.78478497
tmp.log:11849:Motif:,71930,72386,147576,148037,456,0.272927738
tmp.log:11850:Motif:,167779,168426,180811,181468,647,6.440377142
tmp.log:11851:Motif:,154828,155451,216435,217062,623,7.389237559
tmp.log:11852:Motif:,173650,174134,236036,236508,472,15.29507229
tmp.log:11853:Motif:,229625,230234,233378,233977,599,5.8220171
tmp.log:11854:Motif:,191079,191915,192326,193178,836,14.72040691
tmp.log:11855:Motif:,17822,18397,201120,201671,551,16.09870936
tmp.log:11856:Motif:,130779,131165,132719,133095,376,7.235366542
tmp.log:11857:Motif:,2729,3073,218314,218658,344,3.056885982
tmp.log:11858:Motif:,51518,51839,168223,168542,319,4.119120769
tmp.log:11859:Motif:,205267,205918,209384,210037,651,6.691390493
tmp.log:11860:Motif:,43366,44040,181464,182141,674,10.20997939
tmp.log:11861:Motif:,167509,168174,197533,198197,664,9.630363942
tmp.log:11862:Motif:,141293,142895,176535,178128,1593,52.01083679
tmp.log:11863:Motif:,171775,172644,211099,211939,840,22.92914256
tmp.log:11864:Motif:,209827,210644,217825,218615,790,27.2056123
tmp.log:11865:Motif:,44962,45447,55997,56480,483,6.689831103
tmp.log:11866:Motif:,183134,183891,184501,185228,727,9.406822658
tmp.log:11867:Motif:,210113,210559,213948,214395,446,7.838754856
tmp.log:11868:Motif:,92927,93485,212886,213479,558,19.75635118
tmp.log:11869:Motif:,154130,155322,177524,178742,1192,36.49758862
tmp.log:11870:Motif:,175814,176646,182630,183461,831,12.20537371
tmp.log:11871:Motif:,182034,182449,183691,184106,415,3.093501457
tmp.log:11872:Motif:,155939,156462,225260,225779,519,5.370455269
tmp.log:11873:Motif:,175979,177555,197095,198693,1576,28.14274804
tmp.log:11874:Motif:,38385,38780,40211,40621,395,3.842369282
tmp.log:11875:Motif:,151595,152754,221831,222995,1159,24.26294366
tmp.log:11876:Motif:,155027,155653,237665,238284,619,11.41584654
tmp.log:11877:Motif:,42507,43272,136232,136996,764,16.45686508
tmp.log:11878:Motif:,167440,168539,180468,181548,1080,17.3190136
tmp.log:11879:Motif:,213292,215017,228305,230041,1725,31.61127176
tmp.log:11880:Motif:,205270,205702,209387,209819,432,5.651781016
tmp.log:11881:Motif:,48827,49180,181224,181575,351,5.882028784
tmp.log:11882:Motif:,24149,24709,46523,47080,557,5.377659296
tmp.log:11883:Motif:,121526,122901,133081,134426,1345,41.17467944
tmp.log:11884:Motif:,50251,50909,72135,72831,658,19.61620211
tmp.log:11885:Motif:,168052,168518,211398,211859,461,13.09820866
tmp.log:11886:Motif:,172294,172718,211608,212000,392,11.99644643
tmp.log:11887:Motif:,82361,83077,122884,123598,714,21.64286186
tmp.log:11888:Motif:,225328,225739,228566,228976,410,4.633533853
tmp.log:11889:Motif:,103558,104697,111955,113143,1139,36.94163656
tmp.log:11890:Motif:,228909,230536,241505,243137,1627,39.67940762
tmp.log:11891:Motif:,139318,139714,188409,188796,387,28.6384777
tmp.log:11892:Motif:,169462,170406,235127,236064,937,11.49595714
tmp.log:11893:Motif:,48805,49180,181206,181577,371,5.359914342
tmp.log:11894:Motif:,189991,190941,192546,193502,950,17.70163879
tmp.log:11895:Motif:,183089,183786,184459,185157,697,7.634068606
tmp.log:11896:Motif:,176011,176575,193004,193568,564,7.111705491
tmp.log:11897:Motif:,192693,193786,213037,214137,1093,26.1595497
tmp.log:11898:Motif:,172405,173462,222509,223597,1057,28.77066792
tmp.log:11899:Motif:,44096,44608,201911,202428,512,3.719449939
tmp.log:11900:Motif:,56133,56457,62635,62959,324,5.000935405
tmp.log:11901:Motif:,229374,231137,238680,240384,1704,51.43567493
tmp.log:11902:Motif:,110576,111593,135476,136522,1017,21.97972359
tmp.log:11903:Motif:,121062,121372,135543,135865,310,7.571861946
tmp.log:11904:Motif:,38422,39329,93071,94005,907,38.63395774
tmp.log:11905:Motif:,92558,93059,135453,135970,501,13.33534301
tmp.log:11906:Motif:,175511,176164,177478,178129,651,7.375427375
tmp.log:11907:Motif:,117573,118161,127720,128305,585,12.49862513
tmp.log:11908:Motif:,75794,76195,212246,212637,391,8.607362759
tmp.log:11909:Motif:,108720,109295,212774,213345,571,26.23419488
tmp.log:11910:Motif:,193493,194767,202044,203353,1274,43.63045073
tmp.log:11911:Motif:,2144,2523,150138,150522,379,12.67042245
tmp.log:11912:Motif:,47694,48636,219096,220030,934,17.56845616
tmp.log:11913:Motif:,210430,212020,243130,244744,1590,32.8657325
tmp.log:11914:Motif:,10414,10798,43294,43669,375,5.041961874
tmp.log:11915:Motif:,64712,65199,220980,221491,487,18.86086026
tmp.log:11916:Motif:,147461,147972,199728,200236,508,13.45442681
tmp.log:11917:Motif:,224026,224521,237664,238151,487,7.078240169
tmp.log:11918:Motif:,187747,188923,235457,236608,1151,36.01273586
tmp.log:11919:Motif:,159604,160943,175872,177214,1339,20.96032658
tmp.log:11920:Motif:,81001,81625,117702,118333,624,12.58666767
tmp.log:11921:Motif:,169462,170360,235127,236028,898,11.59874167
tmp.log:11922:Motif:,112883,114070,212020,213179,1159,38.72726317
tmp.log:11923:Motif:,151071,152270,229691,230936,1199,27.54465273
tmp.log:11924:Motif:,157052,157817,160314,161065,751,13.06620985
tmp.log:11925:Motif:,12941,13533,177462,178035,573,8.162014054
tmp.log:11926:Motif:,126118,127126,127442,128466,1008,13.94144186
tmp.log:11927:Motif:,149208,150157,151508,152449,941,12.08505099
tmp.log:11928:Motif:,42085,42690,132484,133115,605,30.94206799
tmp.log:11929:Motif:,69358,69993,221904,222542,635,14.9364121
tmp.log:11930:Motif:,110577,111339,170195,170918,723,30.83648567
tmp.log:11931:Motif:,107958,108620,117713,118332,619,12.20828107
tmp.log:11932:Motif:,47305,47625,55326,55636,310,12.80817392
tmp.log:11933:Motif:,107971,108328,126542,126897,355,8.432841941
tmp.log:11934:Motif:,188952,189973,202369,203393,1021,34.87648192
tmp.log:11935:Motif:,160356,160802,225423,225867,444,5.056899264
tmp.log:11936:Motif:,162884,164075,223952,225133,1181,19.08995572
tmp.log:11937:Motif:,84956,85864,129784,130714,908,13.45980693
tmp.log:11938:Motif:,71926,72603,81728,82382,654,14.92293608
tmp.log:11939:Motif:,2302,2618,14736,15051,315,6.636813994
tmp.log:11940:Motif:,225117,226676,227383,228966,1559,27.0330914
tmp.log:11941:Motif:,142018,142982,185231,186196,964,14.19829417
tmp.log:11942:Motif:,169348,170171,237488,238359,823,17.94774825
tmp.log:11943:Motif:,81306,81684,128149,128524,375,4.234854392
tmp.log:11944:Motif:,105664,106164,131488,131972,484,13.77077024
tmp.log:11945:Motif:,149020,150302,151318,152563,1245,12.87388996
tmp.log:11946:Motif:,135324,135823,136588,137106,499,19.96598839
tmp.log:11947:Motif:,120554,121282,130121,130811,690,13.52424866
tmp.log:11948:Motif:,168862,169427,181020,181587,565,9.267682912
tmp.log:11949:Motif:,185001,185608,199634,200227,593,13.10774026
tmp.log:11950:Motif:,180392,181598,197381,198594,1206,21.45572396
tmp.log:11951:Motif:,2242,2709,17614,18069,455,9.659246562
tmp.log:11952:Motif:,122914,124023,133826,134969,1109,31.03170499
tmp.log:11953:Motif:,173704,174641,195631,196560,929,38.200413
tmp.log:11954:Motif:,216199,217226,229060,230118,1027,29.06093989
tmp.log:11955:Motif:,27303,27781,98546,99062,478,29.30088092
tmp.log:11956:Motif:,171925,172942,243969,245001,1017,34.02766789
tmp.log:11957:Motif:,169053,170112,223024,224114,1059,28.50334902
tmp.log:11958:Motif:,82804,83535,120355,121070,715,7.544995656
tmp.log:11959:Motif:,81029,81445,117739,118156,416,9.537304409
tmp.log:11960:Motif:,165834,166204,171390,171761,370,3.951403594
tmp.log:11961:Motif:,28482,28800,228186,228519,318,6.685899801
tmp.log:11962:Motif:,125262,126455,129255,130431,1176,28.71949172
tmp.log:11963:Motif:,182595,183584,192765,193758,989,14.69444618
tmp.log:11964:Motif:,171986,172324,173740,174082,338,8.187002765
tmp.log:11965:Motif:,24232,24781,177266,177799,533,5.261418743
tmp.log:11966:Motif:,146629,147055,151370,151792,422,7.407931281
tmp.log:11967:Motif:,11063,11413,202530,202879,349,5.618710185
tmp.log:11968:Motif:,210181,211216,228413,229423,1010,19.53305285
tmp.log:11969:Motif:,52867,53479,126548,127203,612,21.74612135
tmp.log:11970:Motif:,118647,119994,123200,124605,1347,34.96427832
tmp.log:11971:Motif:,80654,81467,127500,128319,813,10.40350143
tmp.log:11972:Motif:,189988,190866,192551,193432,878,14.23057016
tmp.log:11973:Motif:,163239,164420,218906,220092,1181,23.50202242
tmp.log:11974:Motif:,6237,6732,56024,56525,495,9.764214799
tmp.log:11975:Motif:,229460,230118,233211,233871,658,8.737426521
tmp.log:11976:Motif:,130616,131153,135538,136073,535,12.86887805
tmp.log:11977:Motif:,126162,127121,127462,128466,959,28.11237607
tmp.log:11978:Motif:,170892,171226,202023,202356,333,2.414758745
tmp.log:11979:Motif:,36016,36368,61117,61468,351,6.230411684
tmp.log:11980:Motif:,170689,171441,201820,202570,750,13.74979352
tmp.log:11981:Motif:,184507,185367,207355,208137,782,22.99558693
tmp.log:11982:Motif:,136870,137616,140610,141332,722,9.401716455
tmp.log:11983:Motif:,139891,140491,195991,196629,600,14.02637682
tmp.log:11984:Motif:,122709,123477,133631,134406,768,12.61329229
tmp.log:11985:Motif:,32390,32788,33745,34125,380,9.83075424
tmp.log:11986:Motif:,214670,215998,216806,218137,1328,26.78419313
tmp.log:11987:Motif:,192310,192673,196755,197122,363,6.27337307
tmp.log:11988:Motif:,121700,122983,133222,134502,1280,18.47954324
tmp.log:11989:Motif:,160550,160971,216616,217038,421,4.662852652
tmp.log:11990:Motif:,130456,131062,132387,132978,591,10.69323842
tmp.log:11991:Motif:,34190,35126,160565,161532,936,28.61517485
tmp.log:11992:Motif:,25410,25937,27259,27789,527,15.61027338
tmp.log:11993:Motif:,150901,151356,172407,172870,455,6.794240597
tmp.log:11994:Motif:,224991,226415,227270,228677,1407,29.07527759
tmp.log:11995:Motif:,156449,156829,225774,226155,380,7.50153203
tmp.log:11996:Motif:,71755,72485,147398,148126,728,6.364633991
tmp.log:11997:Motif:,231718,233507,236382,238134,1752,54.3282482
tmp.log:11998:Motif:,59694,60344,185728,186375,647,5.659367759
tmp.log:11999:Motif:,67793,68103,243989,244300,310,7.415084938
tmp.log:12000:Motif:,22262,22781,96135,96654,519,27.74170904
tmp.log:12001:Motif:,108805,109155,148131,148481,350,8.891172061
tmp.log:12002:Motif:,123858,125381,147012,148539,1523,56.29877913
tmp.log:12003:Motif:,175511,176148,177478,178113,635,7.306355353
tmp.log:12004:Motif:,24374,24777,182609,183013,403,2.563381526
tmp.log:12005:Motif:,119495,119821,121806,122142,326,21.54035853
tmp.log:12006:Motif:,159377,159747,200279,200648,369,3.573318479
tmp.log:12007:Motif:,34468,34841,43191,43569,373,8.601004074
tmp.log:12008:Motif:,153878,154629,202470,203238,751,16.18301187
tmp.log:12009:Motif:,20180,20637,137307,137756,449,3.356977362
tmp.log:12010:Motif:,86295,87524,129577,130831,1229,28.02199106
tmp.log:12011:Motif:,82651,83343,133485,134176,691,9.402340032
tmp.log:12012:Motif:,192784,194526,224612,226320,1708,26.94658466
tmp.log:12013:Motif:,7388,7703,18608,18926,315,9.84866994
tmp.log:12014:Motif:,167697,168206,214259,214767,508,5.147898535
tmp.log:12015:Motif:,135908,136532,184461,185077,616,5.440569774
tmp.log:12016:Motif:,29625,30546,209501,210441,921,26.05176551
tmp.log:12017:Motif:,42291,43013,64333,65036,703,7.189254359
tmp.log:12018:Motif:,73070,73959,229339,230224,885,12.91404055
tmp.log:12019:Motif:,175979,177599,197100,198723,1620,28.20068104
tmp.log:12020:Motif:,183031,183399,184712,185083,368,3.630490898
tmp.log:12021:Motif:,225585,227306,238680,240440,1721,52.45758094
tmp.log:12022:Motif:,225284,225751,228521,228988,467,3.925639982
tmp.log:12023:Motif:,81297,81708,128143,128552,409,4.993392741
tmp.log:12024:Motif:,29882,30672,187169,187947,778,15.8006715
tmp.log:12025:Motif:,180199,181247,197185,198254,1048,14.21110148
tmp.log:12026:Motif:,39221,39934,55407,56095,688,13.52684184
tmp.log:12027:Motif:,72674,73027,145849,146195,346,10.65847215
tmp.log:12028:Motif:,73563,75067,213701,215251,1504,41.61365546
tmp.log:12029:Motif:,83341,84079,132154,132884,730,12.82224915
tmp.log:12030:Motif:,35391,36337,200433,201424,946,34.87012168
tmp.log:12031:Motif:,84653,86153,129489,131013,1500,32.79553088
tmp.log:12032:Motif:,222477,223266,223521,224325,789,23.77077054
tmp.log:12033:Motif:,180433,181355,183142,184067,922,16.1463071
tmp.log:12034:Motif:,172676,173332,181828,182478,650,4.74306967
tmp.log:12035:Motif:,35810,36259,136042,136492,449,4.667831667
tmp.log:12036:Motif:,127463,128507,174627,175628,1001,38.50582522
tmp.log:12037:Motif:,149823,150282,169436,169894,458,4.143096776
tmp.log:12038:Motif:,163475,163871,215393,215789,396,5.191523664
tmp.log:12039:Motif:,163752,164145,228352,228745,393,7.1185993
tmp.log:12040:Motif:,150549,151405,199850,200734,856,20.2431188
tmp.log:12041:Motif:,83801,84234,110698,111141,433,14.20954413
tmp.log:12042:Motif:,160664,161267,211767,212374,603,6.29012452
tmp.log:12043:Motif:,131927,132641,179254,179990,714,26.23490926
tmp.log:12044:Motif:,120238,120935,122003,122707,697,9.006005665
tmp.log:12045:Motif:,29910,30579,209787,210468,669,12.07235941
tmp.log:12046:Motif:,117309,117982,186392,187055,663,17.69672925
tmp.log:12047:Motif:,168615,169097,169900,170387,482,3.656017949
tmp.log:12048:Motif:,199838,200408,239817,240382,565,13.31824724
tmp.log:12049:Motif:,168746,169473,204312,205036,724,8.243896696
tmp.log:12050:Motif:,133110,133730,136111,136729,618,7.942336372
tmp.log:12051:Motif:,156220,157598,226836,228213,1377,37.66848759
tmp.log:12052:Motif:,139320,139717,207688,208073,385,26.44921865
tmp.log:12053:Motif:,72558,73050,110968,111462,492,8.874360497
tmp.log:12054:Motif:,196882,197932,227035,228103,1050,45.1996767
tmp.log:12055:Motif:,135917,136395,183103,183564,461,5.003550118
tmp.log:12056:Motif:,149492,150262,151791,152558,767,9.510790536
tmp.log:12057:Motif:,175025,175401,193907,194288,376,14.46606984
tmp.log:12058:Motif:,123764,125000,134159,135389,1230,35.12183067
tmp.log:12059:Motif:,78681,79206,135617,136146,525,13.73635061
tmp.log:12060:Motif:,189064,189885,193917,194740,821,13.8864754
tmp.log:12061:Motif:,175587,177034,192557,194016,1447,30.85325289
tmp.log:12062:Motif:,2305,2621,14741,15056,315,4.156929702
tmp.log:12063:Motif:,204224,205708,226662,228166,1484,54.57616347
tmp.log:12064:Motif:,189938,191643,221402,223095,1693,46.17135764
tmp.log:12065:Motif:,123739,124964,134130,135391,1225,37.01885831
tmp.log:12066:Motif:,169907,170548,180782,181414,632,5.834111924
tmp.log:12067:Motif:,229432,230874,233184,234616,1432,16.54466365
tmp.log:12068:Motif:,163217,163859,182283,182919,636,10.26377318
tmp.log:12069:Motif:,218664,219470,233318,234127,806,15.51905822
tmp.log:12070:Motif:,159005,159590,221956,222525,569,8.408851611
tmp.log:12071:Motif:,229400,230952,233146,234742,1552,25.79285778
tmp.log:12072:Motif:,171445,171984,182212,182756,539,7.515584437
tmp.log:12073:Motif:,193172,194688,227271,228724,1453,25.94851916
tmp.log:12074:Motif:,85029,86302,129867,131171,1273,29.18419591
tmp.log:12075:Motif:,78646,79070,108021,108443,422,12.2604626
tmp.log:12076:Motif:,55720,56344,169823,170449,624,11.98225659
tmp.log:12077:Motif:,48809,49131,181209,181529,320,3.332545134
tmp.log:12078:Motif:,132609,132983,135602,135974,372,4.480707673
tmp.log:12079:Motif:,175760,176093,177726,178058,332,4.076518621
tmp.log:12080:Motif:,120632,121551,135105,136038,919,14.05642607
tmp.log:12081:Motif:,39387,40068,43211,43899,681,14.68760254
tmp.log:12082:Motif:,119755,120103,120328,120677,348,2.214948346
tmp.log:12083:Motif:,168763,169137,178393,178767,374,2.362494806
tmp.log:12084:Motif:,9492,9941,144644,145089,445,11.66363175
tmp.log:12085:Motif:,47224,47616,188406,188814,392,17.89207602
tmp.log:12086:Motif:,172406,172942,223040,223587,536,5.696604981
tmp.log:12087:Motif:,175445,176265,177413,178225,812,8.843802578
tmp.log:12088:Motif:,145477,146309,242157,243024,832,23.89078911
tmp.log:12089:Motif:,160851,161280,211953,212385,429,6.323773648
tmp.log:12090:Motif:,108226,108549,121324,121647,323,3.455249951
tmp.log:12091:Motif:,190268,190962,192830,193523,693,11.47251564
tmp.log:12092:Motif:,163475,163856,215394,215775,381,6.315400129
tmp.log:12093:Motif:,233995,235712,242755,244458,1703,41.46190791
tmp.log:12094:Motif:,184499,185134,228665,229296,631,12.63539485
tmp.log:12095:Motif:,129867,131194,191423,192792,1327,44.54886121
tmp.log:12096:Motif:,20775,21630,24242,25102,855,13.33286775
tmp.log:12097:Motif:,135575,136589,174966,175976,1010,29.33499471
tmp.log:12098:Motif:,206913,207254,211738,212077,339,2.164208846
tmp.log:12099:Motif:,159635,160447,236439,237239,800,16.96059213
tmp.log:12100:Motif:,98292,99314,107574,108588,1014,30.65329189
tmp.log:12101:Motif:,109924,111077,131798,132999,1153,35.9516934
tmp.log:12102:Motif:,121089,122055,135575,136543,966,25.63976473
tmp.log:12103:Motif:,27182,27545,151107,151476,363,6.98016171
tmp.log:12104:Motif:,171191,172002,233191,233992,801,8.552267698
tmp.log:12105:Motif:,81080,81500,126601,127027,420,8.882623019
tmp.log:12106:Motif:,135920,136358,183105,183544,438,4.283917089
tmp.log:12107:Motif:,159331,160513,196697,197865,1168,20.76595408
tmp.log:12108:Motif:,160042,161132,225111,226199,1088,19.04468705
tmp.log:12109:Motif:,49168,49778,128635,129231,596,20.11705393
tmp.log:12110:Motif:,224855,226526,232490,234178,1671,34.87836782
tmp.log:12111:Motif:,14700,15072,27249,27618,369,8.513081718
tmp.log:12112:Motif:,82214,82785,122740,123317,571,5.52951734
tmp.log:12113:Motif:,177123,177455,228189,228522,332,7.846192632
tmp.log:12114:Motif:,109714,110774,120167,121211,1044,18.0717898
tmp.log:12115:Motif:,205419,206094,209532,210220,675,16.93960029
tmp.log:12116:Motif:,102404,103431,211827,212901,1027,40.4126548
tmp.log:12117:Motif:,201656,202315,208804,209463,659,12.71293527
tmp.log:12118:Motif:,157257,157665,189576,189983,407,2.888470307
tmp.log:12119:Motif:,151166,152256,229795,230895,1090,19.25868531
tmp.log:12120:Motif:,199381,200187,209269,210056,787,15.3761981
tmp.log:12121:Motif:,121099,121589,135576,136060,484,8.406111823
tmp.log:12122:Motif:,217315,217998,224637,225324,683,12.00218857
tmp.log:12123:Motif:,157337,158091,165735,166477,742,12.95284884
tmp.log:12124:Motif:,165663,167045,181989,183392,1382,23.60024101
tmp.log:12125:Motif:,212949,214574,217079,218714,1625,38.50569078
tmp.log:12126:Motif:,208351,209703,240031,241384,1352,50.2414749
tmp.log:12127:Motif:,167731,168426,168605,169308,695,8.005307765
tmp.log:12128:Motif:,6441,6769,84087,84422,328,9.17143736
tmp.log:12129:Motif:,170737,171413,181502,182179,676,11.12232423
tmp.log:12130:Motif:,162878,163874,164180,165173,993,14.0105448
tmp.log:12131:Motif:,187229,188179,192700,193643,943,15.18602675
tmp.log:12132:Motif:,217712,219800,228619,230682,2063,41.08174969
tmp.log:12133:Motif:,81033,81437,117742,118148,404,9.204534587
tmp.log:12134:Motif:,210116,211167,228347,229388,1041,18.82698925
tmp.log:12135:Motif:,189755,191079,216808,218100,1292,32.52008337
tmp.log:12136:Motif:,172705,173349,223339,223985,644,8.996210282
tmp.log:12137:Motif:,187180,187859,209787,210454,667,11.92156273
tmp.log:12138:Motif:,189693,190656,192254,193214,960,12.42489456
tmp.log:12139:Motif:,169571,169900,224071,224400,329,4.703808895
tmp.log:12140:Motif:,187874,188468,204210,204809,594,9.684395947
tmp.log:12141:Motif:,180487,182022,214024,215540,1516,21.72318943
tmp.log:12142:Motif:,91605,92833,149094,150283,1189,38.07637898
tmp.log:12143:Motif:,149374,150255,160026,160909,881,10.15356252
tmp.log:12144:Motif:,80961,81439,127812,128281,469,11.00169658
tmp.log:12145:Motif:,181626,182433,210883,211697,807,9.664747066
tmp.log:12146:Motif:,191080,191551,196767,197245,471,8.915706126
tmp.log:12147:Motif:,192324,192787,198096,198561,463,9.167308975
tmp.log:12148:Motif:,45152,45628,211871,212340,469,8.114952586
tmp.log:12149:Motif:,193177,194354,201763,202908,1145,28.26793955
tmp.log:12150:Motif:,36469,37024,184698,185258,555,7.317300816
tmp.log:12151:Motif:,184604,185350,204985,205756,746,15.08858858
tmp.log:12152:Motif:,165822,166393,200279,200865,571,7.780726904
tmp.log:12153:Motif:,163118,163613,229668,230166,495,8.693050211
tmp.log:12154:Motif:,181693,182163,202056,202530,470,5.826615338
