,FirstInstanceStartLocation,FirstInstanceEndLocation,SecondInstanceStartLocation,SecondInstanceEndLocation,Length,Distance
tmp.log:12155:Motif:,103211,104173,142179,143172,962,31.41668775
tmp.log:12156:Motif:,166256,167334,182597,183670,1073,20.28395908
tmp.log:12157:Motif:,213170,214839,242626,244328,1669,49.98343378
tmp.log:12158:Motif:,214673,214999,216809,217135,326,7.094814743
tmp.log:12159:Motif:,210146,211816,213356,215032,1670,29.64713673
tmp.log:12160:Motif:,13000,13564,177520,178083,563,8.268661239
tmp.log:12161:Motif:,78530,79160,135475,136096,621,13.2548195
tmp.log:12162:Motif:,151762,152686,222003,222932,924,12.518915
tmp.log:12163:Motif:,118061,118758,128207,128887,680,12.96376325
tmp.log:12164:Motif:,181148,181711,204554,205124,563,9.910779646
tmp.log:12165:Motif:,171250,171772,229498,230012,514,4.8604513
tmp.log:12166:Motif:,187841,188696,211076,211928,852,24.76865884
tmp.log:12167:Motif:,62218,62567,144106,144446,340,10.18104603
tmp.log:12168:Motif:,160878,161209,211982,212312,330,5.410812375
tmp.log:12169:Motif:,201720,202332,208868,209472,604,12.21793654
tmp.log:12170:Motif:,47274,47676,55289,55681,392,5.999836309
tmp.log:12171:Motif:,159751,160707,219128,220094,956,16.25285618
tmp.log:12172:Motif:,62118,62828,232887,233618,710,16.31159956
tmp.log:12173:Motif:,145358,145862,201216,201718,502,19.08572289
tmp.log:12174:Motif:,179423,180653,237418,238704,1230,42.43129182
tmp.log:12175:Motif:,74422,75088,200415,201095,666,21.55328311
tmp.log:12176:Motif:,36002,36411,111063,111475,409,9.141725968
tmp.log:12177:Motif:,78023,78841,147576,148378,802,16.8986381
tmp.log:12178:Motif:,169046,169364,204612,204933,318,6.541020339
tmp.log:12179:Motif:,81121,81456,126647,126980,333,8.364748993
tmp.log:12180:Motif:,168501,169270,199850,200648,769,14.0779408
tmp.log:12181:Motif:,81121,81720,127967,128570,599,8.51318413
tmp.log:12182:Motif:,224999,225490,243678,244104,426,15.77653704
tmp.log:12183:Motif:,151686,152511,230317,231149,825,10.44835782
tmp.log:12184:Motif:,147645,148647,154637,155605,968,36.3740667
tmp.log:12185:Motif:,162433,163524,163735,164827,1091,19.08202108
tmp.log:12186:Motif:,72650,73077,111046,111479,427,14.25206285
tmp.log:12187:Motif:,189955,191707,224646,226383,1737,30.58513624
tmp.log:12188:Motif:,59104,59683,186496,187054,558,16.0978433
tmp.log:12189:Motif:,129969,130685,191588,192342,716,23.46808809
tmp.log:12190:Motif:,14244,14559,175415,175731,315,14.7233494
tmp.log:12191:Motif:,189769,190149,235897,236274,377,7.241055955
tmp.log:12192:Motif:,171492,171806,229738,230052,314,6.271311249
tmp.log:12193:Motif:,212273,212875,238254,238850,596,27.4733761
tmp.log:12194:Motif:,54350,54835,177607,178095,485,8.226775343
tmp.log:12195:Motif:,191194,192001,192439,193248,807,12.1691963
tmp.log:12196:Motif:,217981,218574,218991,219594,593,9.716199419
tmp.log:12197:Motif:,88462,88910,136568,137013,445,4.402359631
tmp.log:12198:Motif:,147211,148429,178744,179990,1218,50.69070091
tmp.log:12199:Motif:,112077,113004,130344,131234,890,31.72026878
tmp.log:12200:Motif:,163636,163995,228852,229230,359,3.023439461
tmp.log:12201:Motif:,6294,6605,34274,34585,311,5.214564509
tmp.log:12202:Motif:,167912,168404,168785,169277,492,5.279034661
tmp.log:12203:Motif:,71760,72257,168321,168820,497,6.89993824
tmp.log:12204:Motif:,19017,19480,244291,244731,440,17.32695729
tmp.log:12205:Motif:,127844,128625,135522,136325,781,23.36434247
tmp.log:12206:Motif:,172345,172819,222978,223450,472,3.8619242
tmp.log:12207:Motif:,175568,176512,192562,193501,939,13.68188216
tmp.log:12208:Motif:,29559,29891,60259,60593,332,5.51861056
tmp.log:12209:Motif:,82781,83760,122685,123688,979,31.19510706
tmp.log:12210:Motif:,176737,177533,227809,228584,775,9.618273958
tmp.log:12211:Motif:,22639,23245,43871,44460,589,13.57508746
tmp.log:12212:Motif:,131981,132716,136251,136955,704,9.688070442
tmp.log:12213:Motif:,162200,163223,176081,177099,1018,17.80750003
tmp.log:12214:Motif:,200682,201560,239584,240491,878,37.87408482
tmp.log:12215:Motif:,65097,66134,150213,151254,1037,31.5256192
tmp.log:12216:Motif:,172851,173387,222427,222954,527,6.24506865
tmp.log:12217:Motif:,24993,25352,231599,231958,359,9.417428991
tmp.log:12218:Motif:,108584,109077,127880,128359,479,10.70926739
tmp.log:12219:Motif:,163174,163814,182241,182856,615,10.3827377
tmp.log:12220:Motif:,169689,170372,235353,236024,671,10.0860102
tmp.log:12221:Motif:,113064,114524,125338,126818,1460,40.02437546
tmp.log:12222:Motif:,105344,106340,143111,144128,996,43.18452836
tmp.log:12223:Motif:,172896,173403,222473,222977,504,5.488295586
tmp.log:12224:Motif:,131629,132608,186747,187725,978,31.8237055
tmp.log:12225:Motif:,175913,176247,181731,182065,334,1.854458079
tmp.log:12226:Motif:,187462,187805,192933,193272,339,4.237037624
tmp.log:12227:Motif:,153569,154498,227665,228599,929,15.31594712
tmp.log:12228:Motif:,38803,39298,202138,202644,495,6.793227585
tmp.log:12229:Motif:,182022,182374,183679,184032,352,2.492363947
tmp.log:12230:Motif:,59338,59933,199610,200235,595,12.1451438
tmp.log:12231:Motif:,147385,148050,185016,185673,657,7.414192163
tmp.log:12232:Motif:,122058,123144,132991,134073,1082,16.87545371
tmp.log:12233:Motif:,39898,40502,184510,185107,597,8.966455583
tmp.log:12234:Motif:,107590,108367,126162,126948,777,9.682163408
tmp.log:12235:Motif:,221627,223313,234400,236069,1669,40.24634872
tmp.log:12236:Motif:,15420,15813,17012,17407,393,8.472618549
tmp.log:12237:Motif:,225825,226981,233491,234649,1156,30.38979944
tmp.log:12238:Motif:,100479,102028,215341,216849,1508,49.43650716
tmp.log:12239:Motif:,122284,122949,133807,134471,664,9.534521245
tmp.log:12240:Motif:,48003,48324,228650,228965,315,2.21273268
tmp.log:12241:Motif:,234931,235656,243721,244445,724,14.6635383
tmp.log:12242:Motif:,214446,215335,216581,217465,884,14.9049518
tmp.log:12243:Motif:,82826,83675,91409,92240,831,18.39439174
tmp.log:12244:Motif:,120013,120965,122951,123909,952,17.28378891
tmp.log:12245:Motif:,175762,176095,181580,181915,333,2.208518137
tmp.log:12246:Motif:,118043,118494,128181,128641,451,8.606493578
tmp.log:12247:Motif:,117731,118051,194017,194328,311,19.0843929
tmp.log:12248:Motif:,183299,183975,197582,198254,672,16.15428653
tmp.log:12249:Motif:,181601,182348,203948,204698,747,9.115378835
tmp.log:12250:Motif:,215461,216957,229801,231289,1488,40.08154067
tmp.log:12251:Motif:,147958,148457,186625,187135,499,13.85871043
tmp.log:12252:Motif:,150565,151108,239846,240383,537,12.12405693
tmp.log:12253:Motif:,81013,81346,126537,126871,333,8.457188152
tmp.log:12254:Motif:,214462,215591,216598,217728,1129,18.67610815
tmp.log:12255:Motif:,200296,200775,206983,207477,479,9.509769653
tmp.log:12256:Motif:,229391,230866,233146,234616,1470,19.02864899
tmp.log:12257:Motif:,160800,161421,189181,189793,612,14.6879127
tmp.log:12258:Motif:,205431,206130,209547,210242,695,14.75777919
tmp.log:12259:Motif:,165713,166780,182035,183117,1067,22.06992205
tmp.log:12260:Motif:,182368,184075,192507,194210,1703,38.955551
tmp.log:12261:Motif:,19677,19993,42235,42551,316,5.765924051
tmp.log:12262:Motif:,95843,96551,96693,97386,693,24.47100318
tmp.log:12263:Motif:,134019,134333,136411,136721,310,12.95780358
tmp.log:12264:Motif:,171204,171583,230788,231168,379,2.328609094
tmp.log:12265:Motif:,173115,173528,188684,189103,413,6.176551639
tmp.log:12266:Motif:,48598,49252,214537,215183,646,13.10807999
tmp.log:12267:Motif:,149929,150239,169544,169854,310,5.802151891
tmp.log:12268:Motif:,84635,85499,123851,124737,864,22.82259397
tmp.log:12269:Motif:,171287,171775,229533,230026,488,6.948893117
tmp.log:12270:Motif:,193256,195023,213097,214827,1730,56.63471976
tmp.log:12271:Motif:,167601,168031,197625,198052,427,6.114315104
tmp.log:12272:Motif:,96078,96642,186855,187451,564,14.20437298
tmp.log:12273:Motif:,80894,81856,238636,239574,938,41.83155485
tmp.log:12274:Motif:,159363,159732,200266,200634,368,3.621146793
tmp.log:12275:Motif:,191096,191679,192337,192929,583,9.600328849
tmp.log:12276:Motif:,202184,202888,227694,228391,697,13.21977684
tmp.log:12277:Motif:,81094,81477,117801,118185,383,6.569596222
tmp.log:12278:Motif:,201905,203393,234601,236064,1463,52.69252735
tmp.log:12279:Motif:,160184,161405,202017,203273,1221,23.46934622
tmp.log:12280:Motif:,170737,171515,181504,182283,778,10.37122604
tmp.log:12281:Motif:,189415,191262,229317,231146,1829,35.58302322
tmp.log:12282:Motif:,206950,207272,211775,212097,322,2.051143484
tmp.log:12283:Motif:,191236,191621,192480,192862,382,4.598159369
tmp.log:12284:Motif:,15473,15787,17613,17927,314,8.726490636
tmp.log:12285:Motif:,43214,43546,189263,189595,332,5.396545747
tmp.log:12286:Motif:,122302,122893,131004,131579,575,8.03508687
tmp.log:12287:Motif:,227230,228022,228205,228998,792,17.98291969
tmp.log:12288:Motif:,148429,149749,240908,242208,1300,30.85841744
tmp.log:12289:Motif:,18184,18671,172168,172692,487,18.69716755
tmp.log:12290:Motif:,48903,49234,181303,181631,328,4.5296418
tmp.log:12291:Motif:,172546,172873,223179,223507,327,1.724918103
tmp.log:12292:Motif:,159611,160894,224687,225970,1283,22.59118218
tmp.log:12293:Motif:,151234,151823,233924,234515,589,14.13383318
tmp.log:12294:Motif:,172503,173288,223126,223919,785,21.43659016
tmp.log:12295:Motif:,38794,39154,183064,183422,358,5.701354592
tmp.log:12296:Motif:,56031,56424,196674,197097,393,5.216301973
tmp.log:12297:Motif:,176898,177301,227969,228373,403,6.382858192
tmp.log:12298:Motif:,189730,190119,199080,199481,389,5.451243142
tmp.log:12299:Motif:,207029,207362,211463,211800,333,10.16346313
tmp.log:12300:Motif:,123156,124319,125265,126442,1163,33.40879368
tmp.log:12301:Motif:,180844,181297,185901,186356,453,3.284859472
tmp.log:12302:Motif:,177441,177809,193116,193484,368,2.518701499
tmp.log:12303:Motif:,192001,193608,227712,229323,1607,39.71679823
tmp.log:12304:Motif:,188855,189655,202294,203081,787,10.76834031
tmp.log:12305:Motif:,58194,58742,207354,207922,548,17.53991536
tmp.log:12306:Motif:,130585,131146,135520,136061,541,13.93250021
tmp.log:12307:Motif:,54718,55808,167415,168502,1087,29.841041
tmp.log:12308:Motif:,176354,177012,187559,188206,647,13.96358748
tmp.log:12309:Motif:,92884,93611,128083,128812,727,23.08047154
tmp.log:12310:Motif:,191228,191610,198240,198627,382,6.990204248
tmp.log:12311:Motif:,30429,30870,170254,170698,441,16.74104279
tmp.log:12312:Motif:,46517,47107,192542,193140,590,11.45228016
tmp.log:12313:Motif:,155734,156212,167020,167495,475,16.00701808
tmp.log:12314:Motif:,164154,165243,204271,205354,1083,18.003902
tmp.log:12315:Motif:,160967,162913,228880,230798,1918,40.2772028
tmp.log:12316:Motif:,189368,190794,223760,225171,1411,29.13616277
tmp.log:12317:Motif:,177849,178406,200524,201081,557,10.92715363
tmp.log:12318:Motif:,186034,186523,211292,211782,489,7.952058706
tmp.log:12319:Motif:,213750,214668,219206,220097,891,14.04100779
tmp.log:12320:Motif:,149401,149992,239523,240123,591,9.162544191
tmp.log:12321:Motif:,188686,189222,194200,194737,536,12.50199977
tmp.log:12322:Motif:,124911,126127,129398,130624,1216,26.53575551
tmp.log:12323:Motif:,167281,168524,210621,211902,1243,30.01393117
tmp.log:12324:Motif:,123375,124410,133748,134810,1035,33.92333213
tmp.log:12325:Motif:,218196,218656,228453,228912,459,3.56898854
tmp.log:12326:Motif:,89813,90127,121804,122117,313,10.34441153
tmp.log:12327:Motif:,122043,123191,133554,134735,1148,18.58619051
tmp.log:12328:Motif:,60388,60797,229877,230282,405,4.329587898
tmp.log:12329:Motif:,94749,95877,125509,126632,1123,29.00454025
tmp.log:12330:Motif:,177463,177831,209963,210331,368,2.600838467
tmp.log:12331:Motif:,10672,11003,109243,109574,331,10.19285473
tmp.log:12332:Motif:,175906,176310,190333,190742,404,6.379508804
tmp.log:12333:Motif:,40180,40825,130118,130718,600,11.41228659
tmp.log:12334:Motif:,121990,122606,133508,134119,611,8.224992896
tmp.log:12335:Motif:,200307,200654,211432,211780,347,4.941747141
tmp.log:12336:Motif:,211460,212575,238546,239673,1115,36.55931047
tmp.log:12337:Motif:,172588,172910,223221,223546,322,0.443144993
tmp.log:12338:Motif:,70407,72133,237074,238818,1726,60.02547977
tmp.log:12339:Motif:,160091,160738,225158,225800,642,5.265886251
tmp.log:12340:Motif:,21265,21582,44158,44475,317,2.013499871
tmp.log:12341:Motif:,210614,211504,228843,229739,890,18.16037912
tmp.log:12342:Motif:,123241,124318,134165,135290,1077,29.56317129
tmp.log:12343:Motif:,27311,27638,42135,42450,315,19.14396314
tmp.log:12344:Motif:,108574,109083,127869,128375,506,9.829564878
tmp.log:12345:Motif:,58699,59248,116447,116987,540,19.54266189
tmp.log:12346:Motif:,167400,168294,183148,184047,894,13.06267097
tmp.log:12347:Motif:,183329,183952,197599,198220,621,13.30918847
tmp.log:12348:Motif:,74678,75161,144189,144714,483,20.50081195
tmp.log:12349:Motif:,72062,72831,147645,148429,769,12.97017556
tmp.log:12350:Motif:,159576,160785,196951,198221,1209,25.27444243
tmp.log:12351:Motif:,181752,182106,189352,189703,351,3.955396306
tmp.log:12352:Motif:,189100,189893,202540,203353,793,23.41755344
tmp.log:12353:Motif:,242586,243126,243194,243734,540,10.15530631
tmp.log:12354:Motif:,39324,39899,192438,192997,559,11.15311524
tmp.log:12355:Motif:,120389,121280,191569,192437,868,25.04387497
tmp.log:12356:Motif:,109250,109916,174337,174978,641,12.90179442
tmp.log:12357:Motif:,125246,126021,158885,159683,775,11.45305332
tmp.log:12358:Motif:,167689,168519,169835,170671,830,19.8292496
tmp.log:12359:Motif:,168700,169836,171142,172265,1123,22.05691599
tmp.log:12360:Motif:,64498,65142,140687,141323,636,5.779705164
tmp.log:12361:Motif:,187564,188155,190155,190754,591,12.00285868
tmp.log:12362:Motif:,205490,205828,209611,209930,319,7.147618125
tmp.log:12363:Motif:,224020,225267,225625,226877,1247,23.1263292
tmp.log:12364:Motif:,83013,83583,119991,120518,527,7.12670964
tmp.log:12365:Motif:,21239,21555,44132,44448,316,2.055049248
tmp.log:12366:Motif:,96140,97462,214060,215364,1304,46.92553217
tmp.log:12367:Motif:,132889,133246,173117,173473,356,5.666101957
tmp.log:12368:Motif:,155137,155515,189731,190109,378,5.142672752
tmp.log:12369:Motif:,149405,149775,239525,239896,370,8.059950151
tmp.log:12370:Motif:,192657,193466,210423,211212,789,18.50179904
tmp.log:12371:Motif:,147375,147751,185005,185382,376,3.724538171
tmp.log:12372:Motif:,64193,64648,82064,82516,452,6.230406997
tmp.log:12373:Motif:,169659,170034,235323,235697,374,4.50497324
tmp.log:12374:Motif:,29799,30316,126145,126609,464,12.17406142
tmp.log:12375:Motif:,111098,111427,146114,146441,327,13.00988569
tmp.log:12376:Motif:,111480,112507,113430,114491,1027,22.32805178
tmp.log:12377:Motif:,51537,51894,168249,168583,334,11.12142023
tmp.log:12378:Motif:,224785,226294,232429,233908,1479,31.247054
tmp.log:12379:Motif:,62428,63323,185965,186881,895,16.31240753
tmp.log:12380:Motif:,107720,108166,120798,121243,445,4.599444744
tmp.log:12381:Motif:,13396,13729,165501,165861,333,13.10509303
tmp.log:12382:Motif:,153883,154631,202481,203240,748,16.93151861
tmp.log:12383:Motif:,186156,186524,211802,212169,367,5.258120937
tmp.log:12384:Motif:,169753,170405,235418,236069,651,10.14439961
tmp.log:12385:Motif:,51629,52552,180961,181844,883,18.64270386
tmp.log:12386:Motif:,68773,69325,143020,143597,552,14.33362799
tmp.log:12387:Motif:,130617,131154,135548,136072,524,10.71976559
tmp.log:12388:Motif:,201122,201547,211083,211494,411,9.323607417
tmp.log:12389:Motif:,193849,194329,194516,194998,480,14.28732907
tmp.log:12390:Motif:,192683,194029,210156,211534,1346,30.4365937
tmp.log:12391:Motif:,22197,22845,125991,126630,639,14.08374601
tmp.log:12392:Motif:,160602,160961,182060,182420,359,3.749216287
tmp.log:12393:Motif:,153349,154329,239679,240694,980,37.15624958
tmp.log:12394:Motif:,164056,164635,189422,190001,579,7.338576623
tmp.log:12395:Motif:,42121,42649,207689,208182,493,19.94463071
tmp.log:12396:Motif:,217712,219687,232372,234317,1945,37.42668369
tmp.log:12397:Motif:,54783,56070,99683,100922,1239,39.75766464
tmp.log:12398:Motif:,210275,210618,215521,215866,343,2.292250919
tmp.log:12399:Motif:,227284,228109,230224,231042,818,12.43973784
tmp.log:12400:Motif:,210260,210872,228493,229092,599,13.76300084
tmp.log:12401:Motif:,24087,24864,45266,46051,777,14.26365755
tmp.log:12402:Motif:,173532,174508,188023,189035,976,28.38806725
tmp.log:12403:Motif:,13610,14599,82793,83742,949,36.30094234
tmp.log:12404:Motif:,182361,182675,204712,205053,314,12.22843097
tmp.log:12405:Motif:,85107,85542,122120,122561,435,10.86377566
tmp.log:12406:Motif:,130068,130384,214951,215278,316,7.568912503
tmp.log:12407:Motif:,79410,79741,116277,116608,331,12.72671417
tmp.log:12408:Motif:,111362,112470,129639,130757,1108,19.18146636
tmp.log:12409:Motif:,189526,190303,223931,224699,768,12.44471548
tmp.log:12410:Motif:,189129,190143,193978,195009,1014,19.58933386
tmp.log:12411:Motif:,185817,186523,199950,200676,706,10.52663846
tmp.log:12412:Motif:,210180,211272,233809,234915,1092,24.82903373
tmp.log:12413:Motif:,140971,142104,187747,188844,1097,38.86365302
tmp.log:12414:Motif:,44993,45446,211324,211780,453,10.89027826
tmp.log:12415:Motif:,6817,7740,169148,170054,906,30.18749702
tmp.log:12416:Motif:,133070,133872,177788,178579,791,15.46231769
tmp.log:12417:Motif:,163431,165009,213669,215263,1578,32.47643118
tmp.log:12418:Motif:,189533,191362,242335,244201,1829,64.82650278
tmp.log:12419:Motif:,172790,173106,200076,200392,316,2.701182931
tmp.log:12420:Motif:,110730,111058,121149,121462,313,10.65840964
tmp.log:12421:Motif:,196255,197664,235902,237293,1391,49.58907071
tmp.log:12422:Motif:,86046,86419,101867,102273,373,20.31879505
tmp.log:12423:Motif:,205285,205903,209403,210018,615,5.470516908
tmp.log:12424:Motif:,29974,30329,184527,184889,355,6.040217006
tmp.log:12425:Motif:,98625,99635,108506,109471,965,28.59979486
tmp.log:12426:Motif:,60964,61318,228194,228542,348,8.055572158
tmp.log:12427:Motif:,16115,16922,205589,206405,807,29.37367781
tmp.log:12428:Motif:,47118,47528,55133,55546,410,5.726376064
tmp.log:12429:Motif:,13386,13734,165503,165863,348,12.72558908
tmp.log:12430:Motif:,181693,182148,202057,202515,455,4.385265845
tmp.log:12431:Motif:,40320,40889,105549,106137,569,17.30419876
tmp.log:12432:Motif:,37703,38408,203498,204198,700,13.68084712
tmp.log:12433:Motif:,2839,3219,17310,17690,380,5.964683031
tmp.log:12434:Motif:,83517,83995,120843,121344,478,13.65902547
tmp.log:12435:Motif:,126658,127016,127983,128343,358,8.166907462
tmp.log:12436:Motif:,72105,72584,88250,88726,476,7.186408835
tmp.log:12437:Motif:,166264,167252,215438,216422,984,29.79823167
tmp.log:12438:Motif:,85612,86170,107820,108396,558,13.64552057
tmp.log:12439:Motif:,226458,227005,236886,237428,542,9.163688415
tmp.log:12440:Motif:,92553,93369,135453,136252,799,18.50202342
tmp.log:12441:Motif:,197993,198977,224065,225049,984,18.95160209
tmp.log:12442:Motif:,186283,187102,238435,239256,819,23.79919004
tmp.log:12443:Motif:,116896,117336,243241,243681,440,8.533557406
tmp.log:12444:Motif:,183496,184516,193616,194669,1020,31.75817647
tmp.log:12445:Motif:,151732,152602,160090,160953,863,10.41152908
tmp.log:12446:Motif:,122860,123547,133192,133869,677,15.23650478
tmp.log:12447:Motif:,163176,164026,182239,183094,850,14.96494322
